iter	Passed	Remaining
580	1521	1097
581	1524	1094
582	1525	1091
583	1528	1088
584	1529	1085
585	1531	1082
586	1533	1078
587	1534	1075
588	1536	1071
589	1537	1068
590	1540	1066
591	1541	1062
592	1543	1059
593	1544	1055
594	1546	1052
595	1547	1049
596	1549	1045
597	1550	1042
598	1552	1039
599	1555	1036
600	1556	1033
601	1558	1030
602	1559	1026
603	1561	1023
604	1563	1020
605	1564	1017
606	1568	1015
607	1570	1012
608	1572	1009
609	1575	1007
610	1577	1004
611	1579	1001
612	1583	999
613	1585	996
614	1587	993
615	1588	990
616	1590	987
617	1591	983
618	1592	980
619	1594	977
620	1595	974
621	1599	971
622	1601	968
623	1602	965
624	1604	962
625	1605	959
626	1607	956
627	1608	952
628	1610	949
629	1613	947
630	1614	944
631	1616	941
632	1617	938
633	1619	934
634	1620	931
635	1622	928
636	1624	925
637	1625	922
638	1628	920
639	1630	917
640	1632	914
641	1635	911
642	1637	908
643	1638	906
644	1640	902
645	1642	900
646	1644	897
647	1645	894
648	1647	890
649	1649	888
650	1651	885
651	1652	882
652	1653	878
653	1657	876
654	1658	873
655	1660	870
656	1662	867
657	1664	864
658	1665	861
659	1666	858
660	1668	855
661	1672	853
662	1673	850
663	1674	847
664	1676	844
665	1678	841
666	1679	838
667	1681	835
668	1682	832
669	1684	829
670	1687	827
671	1689	824
672	1691	821
673	1692	818
674	1694	815
675	1695	812
676	1697	810
677	1700	807
678	1702	805
679	1705	802
680	1706	799
681	1708	796
682	1710	793
683	1711	790
684	1713	787
685	1716	785
686	1718	782
687	1720	780
688	1721	777
689	1723	774
690	1725	771
691	1726	768
692	1728	765
693	1732	763
694	1733	760
695	1735	757
696	1736	754
697	1737	751
698	1739	749
699	1741	746
700	1743	743
701	1746	741
702	1748	738
703	1750	735
704	1751	732
705	1753	730
706	1754	727
707	1756	724
708	1758	721
709	1761	719
710	1762	716
711	1763	713
712	1765	710
713	1766	707
714	1768	704
715	1769	701
716	1771	699
717	1772	696
718	1775	694
719	1777	691
720	1778	688
721	1780	685
722	1782	682
723	1783	680
724	1785	677
725	1787	674
726	1789	672
727	1791	669
728	1793	666
729	1795	664
730	1796	661
731	1798	658
732	1799	655
733	1801	652
734	1802	649
735	1804	647
736	1806	644
737	1807	641
738	1809	638
739	1810	636
740	1812	633
741	1813	630
742	1815	627
743	1816	625
744	1819	622
745	1821	620
746	1822	617
747	1824	614
748	1825	611
749	1827	609
750	1828	606
751	1830	603
752	1831	600
753	1834	598
754	1835	595
755	1837	593
756	1839	590
757	1840	587
758	1843	585
759	1844	582
760	1846	579
761	1849	577
762	1850	574
763	1852	572
764	1853	569
765	1855	566
766	1857	564
767	1858	561
768	1859	558
769	1861	556
770	1863	553
771	1864	550
772	1866	548
773	1867	545
774	1869	542
775	1870	539
776	1872	537
777	1873	534
778	1875	531
779	1878	529
780	1879	527
781	1881	524
782	1882	521
783	1884	519
784	1886	516
785	1887	513
786	1889	511
787	1892	509
788	1894	506
789	1895	503
790	1897	501
791	1898	498
792	1899	495
793	1901	493
794	1902	490
795	1904	488
796	1907	485
797	1909	483
798	1910	480
799	1911	477
800	1913	475
801	1914	472
802	1916	470
803	1917	467
804	1918	464
805	1922	462
806	1924	460
807	1925	457
808	1926	454
809	1928	452
810	1929	449
811	1931	447
812	1932	444
813	1934	441
814	1937	439
815	1939	437
816	1941	434
817	1942	432
818	1944	429
819	1946	427
820	1948	424
821	1950	422
822	1952	419
823	1954	417
824	1955	414
825	1957	412
826	1958	409
827	1960	407
828	1961	404
829	1963	402
830	1966	399
831	1968	397
832	1970	394
833	1971	392
834	1973	389
835	1974	387
836	1975	384
837	1977	382
838	1980	379
839	1981	377
840	1983	375
841	1985	372
842	1987	370
843	1988	367
844	1990	365
845	1992	362
846	1995	360
847	1996	357
848	1998	355
849	2000	352
850	2001	350
851	2003	348
852	2005	345
853	2006	343
854	2009	340
855	2011	338
856	2013	335
857	2014	333
858	2016	330
859	2018	328
860	2019	326
861	2021	323
862	2024	321
863	2026	318
864	2028	316
865	2029	314
866	2031	311
867	2033	309
868	2034	306
869	2036	304
870	2041	302
871	2043	299
872	2047	297
873	2050	295
874	2051	293
875	2054	290
876	2056	288
877	2058	286
878	2060	283
879	2062	281
880	2063	278
881	2071	277
882	2073	274
883	2076	272
884	2082	270
885	2086	268
886	2088	266
887	2090	263
888	2091	261
889	2093	258
890	2094	256
891	2098	254
892	2101	251
893	2103	249
894	2105	246
895	2107	244
896	2109	242
897	2110	239
898	2112	237
899	2115	235
900	2117	232
901	2121	230
902	2124	228
903	2128	226
904	2131	223
905	2133	221
906	2134	218
907	2136	216
908	2137	213
909	2139	211
910	2140	209
911	2143	206
912	2145	204
913	2147	202
914	2149	199
915	2150	197
916	2152	194
917	2154	192
918	2160	190
919	2163	188
920	2165	185
921	2167	183
922	2169	181
923	2171	178
924	2177	176
925	2179	174
926	2181	171
927	2183	169
928	2184	166
929	2187	164
930	2192	162
931	2194	160
932	2196	157
933	2197	155
934	2199	152
935	2201	150
936	2204	148
937	2206	145
938	2207	143
939	2209	141
940	2211	138
941	2213	136
942	2214	133
943	2216	131
944	2219	129
945	2223	126
946	2225	124
947	2227	122
948	2228	119
949	2230	117
950	2232	115
951	2235	112
952	2237	110
953	2239	107
954	2241	105
955	2242	103
956	2244	100
957	2245	98
958	2247	96
959	2250	93
960	2252	91
961	2254	89
962	2255	86
963	2257	84
964	2258	81
965	2260	79
966	2263	77
967	2265	74
968	2267	72
969	2269	70
970	2270	67
971	2272	65
972	2274	63
973	2275	60
974	2280	58
975	2281	56
976	2283	53
977	2285	51
978	2286	49
979	2288	46
980	2289	44
981	2290	41
982	2294	39
983	2295	37
984	2297	34
985	2299	32
986	2301	30
987	2302	27
988	2303	25
989	2305	23
990	2307	20
991	2308	18
992	2310	16
993	2312	13
994	2313	11
995	2314	9
996	2316	6
997	2317	4
998	2322	2
999	2323	0
